Row Labels,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
1/30/22,49551,119798,90106,29634,26745,106555,1217591,134271,44906,63822,245729,89131,76443,201872,464441,85189,58082,49776,259199,100416,146363,124893,84289,153169,101634,146266,178393,129596,35349,144349,97025,61560,4916143
1/31/22,49557,119977,90545,29778,27066,106650,1221558,134622,45085,63940,246363,89223,76658,202384,465641,85437,58177,49877,259702,100743,146865,125257,84545,153725,102029,146505,178757,130031,35708,144768,97186,61710,4930069
2/1/22,49571,120081,90784,29877,27363,106750,1224954,134891,45310,64006,246745,89447,76833,202745,466878,85574,58312,50013,260445,101116,147405,125673,84890,154011,102329,146634,179209,130326,36043,145284,97280,61811,4942590
2/2/22,50193,121190,91699,30108,27701,107898,1233164,135941,46035,64429,248872,90139,77621,204587,470962,86200,58724,50944,263613,102123,148502,126794,85879,155938,103681,147655,180013,131249,36760,146551,98247,62277,4985689
2/3/22,50193,121190,91699,30108,27701,107898,1233164,135941,46035,64429,248872,90139,77621,204587,470962,86200,58724,50944,263613,102123,148502,126794,85879,155938,103681,147655,180013,131249,36760,146551,98247,62277,4985689
2/4/22,50914,122152,92899,30423,27892,108924,1241735,136836,46835,64738,250694,90703,78343,206393,475491,86758,59224,51813,266672,103038,149456,127859,86535,157972,104767,148634,180906,132190,37313,147900,99135,62726,5027870
2/5/22,52422,123435,95096,31042,28279,111027,1258148,138460,48768,65203,254252,91698,79816,210101,482592,87787,60202,53365,273417,104580,151587,129621,87876,160954,106708,150682,182370,134101,38133,150492,100394,63440,5106048
2/6/22,53253,124016,95718,31286,28457,111840,1266003,139058,49568,65409,255681,92068,80558,211642,485744,88226,60576,54001,277020,105353,152444,130415,88579,162200,107753,151576,182911,134842,38515,151628,101004,63947,5141291
2/7/22,53269,124110,95920,31393,28482,111993,1268716,139166,49729,65440,256259,92243,80716,212148,486369,88359,60756,54065,277615,105664,152911,130625,88773,162681,107898,151792,183184,135038,38713,152068,101441,63989,5151525
2/8/22,53290,124182,96042,31440,28667,112134,1271088,139337,50046,65516,256617,92350,80823,212577,487038,88515,60952,54143,278007,105959,153403,130855,88912,162740,108124,152123,183453,135150,38812,152412,102003,64057,5160767
2/9/22,53301,124207,96145,31488,28867,112247,1272745,139357,50130,65544,256881,92505,81097,212765,487575,88606,61068,54181,278351,106239,153872,130998,88915,163052,108357,152246,183505,135192,38980,152515,102098,64081,5167110
2/10/22,53768,124626,96688,31657,29010,112973,1278083,139702,50672,65642,258442,92903,81544,213747,489567,88901,61384,54626,280030,106942,154657,131449,89316,164575,109073,152974,183831,135738,39238,153415,102570,64265,5192008
2/11/22,53768,124626,96688,31657,29010,112973,1278083,139702,50672,65642,258442,92903,81544,213747,489567,88901,61384,54626,280030,106942,154657,131449,89316,164575,109073,152974,183831,135738,39238,153415,102570,64265,5192008
2/12/22,54439,125140,97160,31815,29172,113710,1285560,140174,51344,65781,260300,93284,82250,215505,493040,89402,61750,55168,282962,107879,155720,132363,89723,165802,110087,153833,184425,136548,39638,154740,103084,64471,5226269
2/13/22,55525,126013,97880,32138,29673,115156,1297736,140977,52165,66068,263330,93885,83363,218155,498917,90174,62260,55797,288542,109478,157654,133981,90180,167807,112009,155491,185549,137659,40443,157084,103955,64808,5283852
2/14/22,55525,126013,97880,32138,29673,115156,1297736,140977,52165,66068,263330,93885,83363,218155,498917,90174,62260,55797,288542,109478,157654,133981,90180,167807,112009,155491,185549,137659,40443,157084,103955,64808,5283852
2/15/22,55552,126091,97950,32233,29840,115238,1300572,141180,52276,66081,263480,93980,83462,218488,499545,90295,62494,55821,289050,109753,158087,134185,90190,168212,112249,155663,185658,137740,40563,157384,104539,64855,5292706
2/16/22,55554,126140,97991,32267,30170,115256,1302967,141298,52390,66102,263720,94069,83564,218746,500149,90400,62676,55820,289312,110100,158505,134423,90211,168306,112355,155883,185963,137806,40641,157719,105140,64894,5300537
2/17/22,56427,126727,98502,32425,30818,116362,1312953,141778,52845,66293,265969,94511,84514,220569,504124,90973,63187,56332,293282,111585,159915,135272,90471,171428,113717,157128,186510,138404,41094,159711,105882,65132,5344840
2/18/22,56869,127021,98692,32535,31101,116946,1317780,141996,53044,66382,267040,94828,84919,221712,506607,91240,63457,56492,295369,112200,160558,135832,90595,172140,114540,157673,186865,138675,41361,160599,106155,65182,5366405
2/19/22,56869,127021,98692,32535,31101,116946,1317780,141996,53044,66382,267040,94828,84919,221712,506607,91240,63457,56492,295369,112200,160558,135832,90595,172140,114540,157673,186865,138675,41361,160599,106155,65182,5366405
2/20/22,57759,127679,99173,32752,31449,118372,1326453,142459,53345,66592,268680,95287,85658,224087,510796,91645,63924,56824,299863,113269,161907,137074,90748,174005,115971,158786,187378,139169,41723,162825,106617,65442,5407711
2/21/22,57779,127738,99219,32780,31591,118418,1327855,142519,53396,66602,268811,95478,85749,224403,511247,91695,64029,56863,300011,113454,162202,137210,90765,174353,116141,158872,187474,139224,41863,163060,107038,65586,5413425
2/22/22,57779,127738,99219,32780,31591,118418,1327855,142519,53396,66602,268811,95478,85749,224403,511247,91695,64029,56863,300011,113454,162202,137210,90765,174353,116141,158872,187474,139224,41863,163060,107038,65586,5413425
2/23/22,57782,127760,99252,32797,31753,118429,1329209,142535,53420,66601,268938,95654,85851,224639,511527,91723,64104,56890,300134,113920,162357,137466,90771,174422,116187,158930,187601,139259,41940,163305,107400,65701,5418257
2/24/22,58757,128200,99636,32973,32290,119798,1337824,142954,53657,66902,271118,96247,86686,226573,515361,92056,64616,57131,303030,114895,163334,138161,90837,175789,117312,159833,188069,139743,42196,165264,107816,66179,5455237
2/25/22,59203,128290,99880,33055,32416,120583,1342303,143100,53774,67006,272089,96424,87021,227571,517439,92202,64881,57227,304180,115470,163974,138577,90873,176694,117730,160300,188277,139944,42349,166385,107932,66340,5473489
2/26/22,59619,128602,100073,33119,32676,121304,1345276,143218,53864,67196,273155,96623,87381,228530,519091,92333,65136,57348,305184,115848,164595,138965,90910,177565,118049,160610,188569,140062,42462,167202,108035,66527,5489127
2/27/22,59946,128847,100269,33196,32909,122033,1348398,143268,53943,67304,273790,96789,87690,229284,520475,92445,65346,57405,306013,116169,164966,139194,90934,178351,118406,161050,188792,140181,42537,167880,108108,66668,5502586
2/28/22,59971,128899,100292,33225,33069,122036,1349542,143287,53962,67311,273915,96846,87809,229469,520748,92465,65404,57424,306041,116281,165127,139289,90945,178420,118545,161108,188953,140204,42595,168058,108124,66741,5506105
3/1/22,59987,128907,100320,33228,33264,122042,1350114,143296,53975,67313,274309,96934,87935,229602,520870,92477,65420,57433,306068,116404,165216,139348,90945,178432,118625,161176,188985,140235,42646,168224,108126,66773,5508629
3/2/22,60273,129134,100518,33261,33447,122746,1353655,143365,54038,67486,274902,97036,88232,230426,522350,92595,65589,57490,306640,116800,165631,139551,90972,178786,118918,161483,189110,140413,42721,169035,108203,66938,5521744
3/3/22,60273,129134,100518,33261,33447,122746,1353655,143365,54038,67486,274902,97036,88232,230426,522350,92595,65589,57490,306640,116800,165631,139551,90972,178786,118918,161483,189110,140413,42721,169035,108203,66938,5521744
3/4/22,60559,129391,100726,33309,33617,123384,1356390,143460,54094,67564,275296,97186,88584,231229,523913,92732,65844,57541,307411,117040,166023,139762,90999,179231,119209,161733,189194,140745,42803,169773,108277,67067,5534086
3/5/22,60844,129625,100927,33341,33656,123999,1359021,143519,54137,67628,275709,97314,88812,231996,525233,92838,66117,57607,307968,117189,166301,139871,91021,179743,119473,161956,189191,140835,42900,170359,108333,67181,5544644
3/6/22,61144,129801,101069,33392,33805,124629,1360984,143559,54163,67695,276168,97472,89138,232698,526586,92946,66335,57639,308510,117369,166565,140000,91035,180014,119668,162205,189275,140916,42971,170961,108382,67298,5554392
3/7/22,61399,129988,101170,33445,34298,125256,1363836,143618,54178,67716,276704,97611,89505,233473,527402,93054,66525,57701,309021,117660,166808,140129,91064,180366,119882,162431,189335,141164,43057,171464,108425,67300,5564985
3/8/22,61399,129999,101185,33446,34569,125262,1364300,143635,54182,67717,276734,97614,89591,233631,527517,93060,66548,57707,309035,117821,166853,140135,91067,180384,119886,162444,189344,141177,43077,171610,108436,67304,5566669
3/9/22,61705,130194,101286,33489,34746,125965,1366421,143702,54225,67737,277113,97719,89808,234286,528556,93199,66703,57733,309540,117996,167075,140248,91092,180600,120047,162567,189393,141284,43155,172211,108481,67332,5575608
3/10/22,61896,130298,101481,33570,34977,126494,1368159,143749,54254,67757,277441,97817,90040,234773,529522,93277,66937,57757,310054,118239,167248,140362,91107,180943,120203,162739,189410,141507,43201,172939,108510,67332,5583993
3/11/22,62073,130524,101704,33597,35062,126926,1370061,143800,54272,67767,277827,97921,90262,235314,530449,93334,67273,57769,310536,118350,167414,140436,91122,181272,120325,162934,189422,141615,43243,173596,108538,67133,5591871
3/12/22,62073,130524,101704,33597,35062,126926,1370061,143800,54272,67767,277827,97921,90262,235314,530449,93334,67273,57769,310536,118350,167414,140436,91122,181272,120325,162934,189422,141615,43243,173596,108538,67133,5591871
3/13/22,62435,130823,101841,33689,35476,127785,1372979,143871,54309,67804,278612,97971,90597,236273,532146,93373,67537,57817,311035,118546,167680,140556,91143,182365,120590,163312,189462,141790,43325,174761,108585,67148,5605636
3/14/22,62440,130845,101856,33695,35657,127786,1373306,143877,54315,67810,278639,97974,90638,236435,532225,93378,67559,57821,311053,118563,167720,140559,91147,182446,120605,163322,189469,141805,43327,174818,108586,67151,5606827
3/15/22,62441,130850,101868,33697,35743,127787,1373679,143886,54318,67810,278676,97979,90672,236515,532287,93381,67565,57822,311069,118694,167755,140565,91150,182447,120612,163324,189475,141814,43333,174876,108589,67166,5607845
3/16/22,62441,130850,101868,33697,35743,127787,1373679,143886,54318,67810,278676,97979,90672,236515,532287,93381,67565,57822,311069,118694,167755,140565,91150,182447,120612,163324,189475,141814,43333,174876,108589,67166,5607845
3/17/22,62680,130945,101925,33724,35802,128232,1375231,144000,54353,67836,279043,98048,90751,236989,533118,93440,67730,57837,311263,118683,167905,140606,91164,182635,120734,163395,189516,141854,43393,175252,108627,67159,5613870
3/18/22,63055,131131,102153,33766,35833,128876,1377867,144097,54371,67854,279682,98103,91018,237694,534963,93561,68138,57870,311637,118837,168082,140703,91204,183015,120883,163557,189546,142096,43449,176039,108673,67201,5624954
3/19/22,63055,131131,102153,33766,35833,128876,1377867,144097,54371,67854,279682,98103,91018,237694,534963,93561,68138,57870,311637,118837,168082,140703,91204,183015,120883,163557,189546,142096,43449,176039,108673,67201,5624954
3/20/22,63190,131299,102230,33782,35903,129190,1379068,144134,54384,67869,280018,98128,91182,238002,535680,93587,68287,57877,311758,118881,168180,140733,91213,183173,120971,163641,189568,142118,43478,176330,108684,67276,5629814
3/21/22,63293,131450,102318,33789,35958,129492,1379873,144163,54394,67873,280198,98160,91341,238333,536209,93609,68424,57900,311921,118953,168255,140758,91229,183337,121042,163723,189583,142230,43503,176563,108698,67356,5633928
3/22/22,63293,131461,102327,33790,36100,129494,1380104,144167,54398,67875,280233,98162,91365,238374,536226,93639,68441,57900,311929,118993,168278,140764,91236,183443,121059,163776,189596,142235,43513,176599,108703,67356,5634829
3/23/22,63295,131464,102336,33795,36360,129496,1380478,144170,54408,67875,280259,98164,91384,238385,536293,93644,68444,57900,311944,119115,168322,140770,91241,183518,121083,163832,189601,142250,43519,176648,108705,67356,5636054
3/24/22,63295,131464,102336,33795,36360,129496,1380478,144170,54408,67875,280259,98164,91384,238385,536293,93644,68444,57900,311944,119115,168322,140770,91241,183518,121083,163832,189601,142250,43519,176648,108705,67356,5636054
3/25/22,63453,131642,102375,33816,36454,129773,1381445,144167,54429,67887,280417,98181,91542,238663,536754,93678,68574,57909,312076,119206,168413,140804,91271,183724,121155,163974,189613,142428,43547,176828,108730,67377,5640305
3/26/22,63637,131919,102538,33840,36582,130065,1382829,144211,54470,67910,280694,98217,91761,239191,537547,93778,68835,57932,312162,119268,168520,140884,91295,184113,121255,164278,189634,142823,43574,177121,108758,67400,5647041
3/27/22,63637,131919,102538,33840,36582,130065,1382829,144211,54470,67910,280694,98217,91761,239191,537547,93778,68835,57932,312162,119268,168520,140884,91295,184113,121255,164278,189634,142823,43574,177121,108758,67400,5647041
3/28/22,63740,132033,102917,33849,36807,130166,1383787,144234,54480,67929,280802,98223,91918,239477,537814,93810,68962,57949,312198,119315,168584,140908,91306,184416,121332,164392,189637,142865,43595,177272,108767,67412,5650896
3/29/22,63740,132039,102920,33859,36935,130166,1383907,144237,54488,67929,280818,98224,91921,239569,537848,93811,68964,57949,312201,119334,168602,140919,91311,184457,121359,164426,189642,142875,43625,177298,108768,67412,5651553
3/30/22,63836,132174,103190,33884,36951,130204,1384513,144253,54502,67944,280894,98233,92056,239806,538133,93852,69042,57960,312235,119375,168677,140993,91324,184575,121394,164519,189645,142891,43641,177418,108780,67417,5654311
3/31/22,63836,132174,103190,33884,36951,130204,1384513,144253,54502,67944,280894,98233,92056,239806,538133,93852,69042,57960,312235,119375,168677,140993,91324,184575,121394,164519,189645,142891,43641,177418,108780,67417,5654311
4/1/22,64003,132318,103293,33913,37200,130240,1385841,144268,54516,67966,281112,98281,92159,240138,538731,93888,69274,58014,312349,119432,168850,141032,91359,184796,121460,164729,189663,143123,43661,177668,108813,67445,5659535
4/2/22,64060,132371,103321,33924,37310,130286,1386597,144284,54534,67985,281443,98285,92221,240328,538981,93901,69372,58032,312384,119434,168906,141055,91368,184911,121486,164813,189671,143141,43668,177771,108783,67447,5662073
4/3/22,64178,132540,103349,33939,37474,130472,1387287,144336,54548,67991,281488,98315,92343,240895,539410,93918,69425,58037,312540,119448,168956,141068,91387,185008,121516,164905,189672,143155,43681,177834,108800,67461,5665376
4/4/22,64180,132546,103351,33942,37584,130472,1387532,144342,54550,67991,281489,98315,92343,241029,539477,93920,69436,58043,312549,119449,168971,141068,91395,185027,121518,164905,189678,143195,43694,177869,108801,67554,5666215
4/5/22,64180,132555,103359,33942,37584,130473,1387670,144413,54556,67992,281494,98315,92384,241140,539514,93922,69441,58043,312554,119452,168981,141069,91472,185028,121522,164906,189679,143278,43705,177904,108802,67592,5666921
4/6/22,64390,132816,103392,33963,37657,130747,1388201,144462,54572,68003,281536,98346,92551,241992,539912,93967,69555,58055,312934,119479,169036,141123,91559,185138,121552,165014,189682,143380,43708,177963,108821,67638,5671144
4/7/22,64534,133139,103412,33991,37700,130968,1389140,144663,54596,68021,281596,98299,92767,242704,546879,93977,69690,58078,314314,119518,169099,141213,91575,185282,121587,165106,189688,143501,43726,178010,108831,67684,5683288
4/8/22,64893,133400,103427,33995,37781,131118,1390691,145354,54606,68143,281681,98338,92867,243628,570169,93975,69806,58088,318237,119330,169148,141324,91604,185380,121604,165219,189695,143666,43733,178055,108855,67694,5715504
4/9/22,65307,133699,103454,34001,37871,131198,1391396,145395,54614,68153,281758,98324,92990,244395,570511,94009,69916,58062,318645,119374,169190,141508,91646,185498,121633,165322,189691,143807,43740,178160,108866,67696,5719829
4/10/22,65403,133750,103474,34005,37976,131222,1391858,145400,54628,68157,281853,98348,93091,244914,570705,94020,69972,58066,319101,119403,169215,141598,91650,185585,121665,165372,189691,143959,43743,178205,108866,67701,5722596
4/11/22,65403,133750,103476,34006,38097,131223,1392021,145404,54629,68159,281857,98349,93094,244921,570712,94021,69974,58067,319102,119403,169220,141598,91651,185637,121673,165372,189692,143960,43743,178206,108811,67702,5722933
4/12/22,65403,133750,103477,34007,38214,131223,1392063,145407,54630,68160,281859,98350,93096,244923,570717,94021,69974,58070,319106,119467,169231,141600,91652,185644,121673,165372,189697,143962,43743,178207,108814,67702,5723214
